AMSAssetRef,Latitude,Longitude,State,SnowIceRegion,CorrosionRegionType,StructureClassCode,Height,PaintingType,StructureLoadPercentage,InspectionFrequency
TAS002862_STR_1,-42.870573,147.329691,TAS,No,E (Very High),Pole Concrete,20.0,Environment / Aesthetic,99,5.0
TAS002991_STR_1,-42.91058,147.35453,TAS,No,E (Very High),Pole Steel,20.0,Not Painted,50,4.0
TAS003038_STR_1,-42.241030555,147.866267894,TAS,No,C (Medium),Mast Free Standing,30.0,Not Painted,89,5.0
TAS003076_STR_1,-41.1565668,146.17467993,TAS,No,E (Very High),Pole Steel,20.0,Environment / Aesthetic,98,4.0
TAS003115_STR_1,-41.15827,146.92955,TAS,No,C (Medium),Tower Steel,45.0,Environment / Aesthetic,74,5.0
TAS003116_STR_1,-41.234013,147.01024,TAS,No,C (Medium),Pole Steel,28.8,Environment / Aesthetic,100,9.0
TAS003199_STR_1,-42.642128,147.2603,TAS,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,100,9.0
TAS003290_STR_1,-42.39137,147.28627,TAS,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,36,10.0
TAS003291_STR_1,-42.44552,147.2556,TAS,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,84,10.0
TAS003392_STR_1,-41.774802,145.53681,TAS,No,C (Medium),Pole Steel,18.8,Not Painted,30,7.0
TAS003396_STR_1,-41.539032636,147.194759011,TAS,No,B (Low),Pole Concrete,25.0,Aviation,50,8.0
TAS003513_STR_1,-41.56238,147.24455,TAS,No,B (Low),Pole Steel,30.0,Aviation,60,10.0
TAS003524_STR_1,-42.485664,146.72157,TAS,No,B (Low),Tower Steel,50.0,Not Painted,54,8.0
TAS003534_STR_1,-42.87974,147.6692,TAS,No,C (Medium),Pole Concrete,30.0,Not Painted,56,9.0
TAS003557_STR_1,-41.1185085,146.0585281,TAS,No,C (Medium),Pole Concrete,30.0,Not Painted,91,8.0
TAS003604_STR_1,-42.896927,147.45961,TAS,No,C (Medium),Pole Concrete,30.0,Not Painted,50,6.0
TAS003615_STR_1,-42.7387,147.27794,TAS,No,B (Low),Pole Concrete,25.0,Not Painted,97,9.0
TAS003617_STR_1,-43.043198,147.32243,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,99,7.0
TAS003627_STR_1,-41.510803,147.07497,TAS,No,B (Low),Pole Concrete,25.0,Not Painted,65,8.0
TAS003628_STR_1,-41.48091,147.12569,TAS,No,B (Low),Pole Concrete,20.0,Not Painted,68,7.0
TAS003633_STR_1,-42.820717,147.2412,TAS,No,B (Low),Pole Concrete,25.0,Environment / Aesthetic,42,7.0
TAS003646_STR_1,-41.076008,145.9139,TAS,No,C (Medium),Pole Concrete,35.0,Not Painted,82,7.0
TAS003660_STR_1,-42.7019,147.24863,TAS,No,B (Low),Pole Concrete,30.0,Not Painted,89,7.0
TAS003671_STR_1,-41.59521,147.12447,TAS,No,B (Low),Pole Concrete,25.0,Not Painted,65,7.0
TAS003724_STR_1,-41.192226,146.82153,TAS,No,C (Medium),Pole Concrete,35.0,Not Painted,46,7.0
TAS003739_STR_1,-42.790985,147.26361,TAS,No,B (Low),Pole Concrete,30.0,Not Painted,55,8.0
TAS003746_STR_1,-41.414845,147.19012,TAS,No,B (Low),Pole Concrete,35.0,Not Painted,80,9.0
TAS003751_STR_1,-41.095387,145.88808,TAS,No,C (Medium),Pole Steel,35.0,Not Painted,97,9.0
TAS003759_STR_1,-41.06024,145.89233,TAS,No,C (Medium),Pole Concrete,35.0,Not Painted,90,7.0
TAS003767_STR_1,-42.782852,147.56656,TAS,No,C (Medium),Pole Steel,30.0,Not Painted,99,6.0
TAS003811_STR_1,-41.3022,146.9642,TAS,No,C (Medium),Pole Concrete,35.0,Not Painted,100,6.0
TAS003815_STR_1,-41.471886,147.1917,TAS,No,B (Low),Pole Concrete,20.0,Not Painted,69,9.0
TAS003999_STR_1,-41.204185,146.34796,TAS,No,C (Medium),Pole Concrete,30.0,Not Painted,53,6.0
TAS004002_STR_1,-41.380365471,147.129698474,TAS,No,B (Low),Pole Concrete,25.0,Not Painted,57,7.0
TAS004004_STR_1,-41.17643,146.35574,TAS,No,E (Very High),Pole Concrete,20.0,Protection,42,4.0
TAS004041_STR_1,-41.145573,146.13629,TAS,No,E (Very High),Pole Concrete,25.0,Not Painted,58,6.0
TAS004048_STR_1,-41.19300352,146.336916713,TAS,No,C (Medium),Pole Concrete,30.0,Not Painted,36,6.0
TAS004106_STR_1,-42.770947,147.05211,TAS,No,B (Low),Pole Concrete,30.0,Not Painted,63,8.0
TAS004110_STR_1,-42.853245,147.26114,TAS,No,B (Low),Pole Concrete,25.0,Not Painted,61,7.0
TAS004111_STR_1,-42.879732,147.322282,TAS,No,E (Very High),Pole Concrete,30.0,Not Painted,37,4.0
TAS004118_STR_1,-42.567005,147.86598,TAS,No,C (Medium),Pole Concrete,30.0,Not Painted,70,8.0
TAS004131_STR_1,-42.476889,147.710411,TAS,No,C (Medium),Pole Concrete,40.0,Not Painted,54,7.0
TAS004134_STR_1,-41.02977,146.983,TAS,No,C (Medium),Pole Concrete,30.0,Not Painted,72,7.0
TAS004184_STR_1,-42.54679,147.94869,TAS,No,E (Very High),Pole Concrete,30.0,Not Painted,61,7.0
TAS004247_STR_1,-41.5461,146.41005,TAS,No,B (Low),Pole Concrete,35.0,Not Painted,78,10.0
TAS004294_STR_1,-41.873868,146.82644,TAS,Yes,A (Very Low),Tower Steel,50.0,Not Painted,63,1.0
TAS004295_STR_1,-41.28511,145.95949,TAS,No,C (Medium),Pole Concrete,40.0,Not Painted,50,4.0
TAS004296_STR_1,-41.001953,147.06888,TAS,No,E (Very High),Pole Concrete,30.0,Not Painted,61,6.0
TAS004297_STR_1,-41.389473,147.29526,TAS,No,B (Low),Pole Concrete,40.0,Not Painted,53,9.0
TAS004298_STR_1,-41.239004,145.973254,TAS,No,C (Medium),Pole Concrete,30.0,Not Painted,46,4.0
TAS004299_STR_1,-42.427452,147.49103,TAS,No,B (Low),Pole Concrete,40.0,Not Painted,49,10.0
TAS004390_STR_1,-41.04345,145.84355,TAS,No,E (Very High),Pole Concrete,35.0,Not Painted,80,4.0
TAS004450_STR_1,-41.65573289,147.751068753,TAS,No,B (Low),Pole Concrete,35.0,Not Painted,83,8.0
TAS004491_STR_1,-42.271014,146.545307,TAS,No,B (Low),Pole Concrete,35.0,Not Painted,91,10.0
TAS004492_STR_1,-41.19836,144.72816,TAS,No,C (Medium),Pole Concrete,30.0,Not Painted,86,8.0
TAS004609_STR_1,-41.099073,146.034,TAS,No,E (Very High),Pole Concrete,30.0,Not Painted,76,6.0
TAS004631_STR_1,-41.86061,146.6955,TAS,Yes,A (Very Low),Pole Steel,35.0,Environment / Aesthetic,77,8.0
TAS004685_STR_1,-40.05636,147.95833,TAS,No,E (Very High),Tower Steel,8.14,Protection,15,5.0
TAS004686_STR_1,-39.76315,147.91083,TAS,No,E (Very High),Tower Steel,30.0,Not Painted,30,5.0
TAS004699_STR_1,-39.83441,147.87317,TAS,No,E (Very High),Tower Steel,20.0,Environment / Aesthetic,46,5.0
TAS004711_STR_1,-41.454295,147.085195,TAS,No,B (Low),Pole Concrete,25.0,Protection,54,5.0
TAS004712_STR_1,-41.2854,146.05981,TAS,No,C (Medium),Pole Concrete,35.0,Protection,90,9.0
TAS004725_STR_1,-40.852146,148.17645,TAS,No,C (Medium),Pole Concrete,35.0,Not Painted,72,7.0
TAS005871_STR_1,-43.09814,147.24785,TAS,No,C (Medium),Pole Concrete,35.0,Not Painted,90,8.0
TAS006155_STR_1,-41.736941562,145.612642449,TAS,No,B (Low),Pole Steel,35.0,Not Painted,74,7.0
TAS006210_STR_1,-39.859,143.877103,TAS,No,E (Very High),Tower Steel,40.0,Not Painted,65,6.0
TAS007853_STR_1,-42.91887,147.2781,TAS,No,C (Medium),Tower Steel,69.0,Not Painted,96,5.0
TAS007855_STR_1,-41.06699,147.73381,TAS,No,C (Medium),Pole Steel,30.0,Not Painted,97,7.0
TAS007856_STR_1,-42.928104,147.47408,TAS,No,E (Very High),Tower Steel,40.0,Not Painted,80,5.0
TAS007859_STR_1,-42.798363,147.23257,TAS,No,B (Low),Pole Steel,20.0,Environment / Aesthetic,67.83,8.0
TAS007860_STR_1,-41.513185678,147.461632995,TAS,No,B (Low),Mast Free Standing,17.5,Not Painted,55,8.0
TAS007861_STR_1,-41.599415,148.19562,TAS,No,C (Medium),Tower Steel,24.5,Not Painted,50,6.0
TAS007864_STR_1,-41.143947,146.078459,TAS,No,C (Medium),Tower Steel,20.0,Not Painted,100,5.0
TAS007865_STR_1,-42.843132,147.2956,TAS,No,B (Low),Pole Steel,30.0,Not Painted,78,7.0
TAS007867_STR_1,-42.167336,148.06476,TAS,No,E (Very High),Pole Steel,30.0,Environment / Aesthetic,100,6.0
TAS007868_STR_1,-40.988743,145.72421,TAS,No,C (Medium),Tower Steel,15.0,Not Painted,100,4.0
TAS007869_STR_1,-39.70501,143.9291,TAS,No,E (Very High),Mast Free Standing,20.0,Environment / Aesthetic,50,6.0
TAS007870_STR_1,-41.47833,147.16379,TAS,No,B (Low),Pole Steel,30.0,Not Painted,94,7.0
TAS007871_STR_1,-41.882103,145.34167,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,95,7.0
TAS007872_STR_1,-42.121708687,148.291834023,TAS,No,E (Very High),Pole Steel,30.0,Environment / Aesthetic,100,6.0
TAS007873_STR_1,-42.7196,147.21488,TAS,No,B (Low),Pole Steel,25.0,Not Painted,72,9.0
TAS007874_STR_1,-41.490555,146.18387,TAS,No,B (Low),Mast Free Standing,23.4,Environment / Aesthetic,98,7.0
TAS007875_STR_1,-41.7768,147.4232,TAS,No,B (Low),Tower Steel,30.0,Not Painted,80,9.0
TAS007876_STR_1,-42.804585,147.30261,TAS,No,B (Low),Tower Steel,22.86,Not Painted,50,6.0
TAS007878_STR_1,-41.261757493,147.1079696,TAS,No,C (Medium),Tower Steel,45.72,Not Painted,90,6.0
TAS007879_STR_1,-41.335243,145.73354,TAS,No,B (Low),Tower Steel,24.5,Not Painted,90,7.0
TAS007880_STR_1,-42.757653271,146.629492677,TAS,No,B (Low),Mast Free Standing,22.0,Not Painted,50,6.0
TAS007883_STR_1,-43.104135,147.730192,TAS,No,E (Very High),Pole Steel,20.0,Environment / Aesthetic,100,5.0
TAS007884_STR_1,-42.458237964,147.210557314,TAS,No,B (Low),Pole Steel,30.0,Not Painted,70,10.0
TAS007885_STR_1,-42.00384513,147.84778614,TAS,No,B (Low),Mast Free Standing,30.0,Not Painted,59,7.0
TAS007886_STR_1,-40.036194,144.0166,TAS,No,E (Very High),Tower Steel,76.2,Protection,60,5.0
TAS007887_STR_1,-43.16409,146.92793,TAS,No,C (Medium),Tower Steel,25.7,Not Painted,50,4.0
TAS007888_STR_1,-41.10693,146.82458,TAS,No,C (Medium),Tower Steel,27.3,Not Painted,50,4.0
TAS007889_STR_1,-42.836433,147.28603,TAS,No,B (Low),Pole Steel,30.0,Not Painted,68,7.0
TAS007890_STR_1,-40.982452,148.01,TAS,No,C (Medium),Tower Steel,12.0,Not Painted,50,6.0
TAS007891_STR_1,-42.853905,147.37488,TAS,No,C (Medium),Pole Steel,15.0,Environment / Aesthetic,60,6.0
TAS007893_STR_1,-41.540198491,146.536269701,TAS,No,B (Low),Tower Steel,30.5,Not Painted,68,7.0
TAS007894_STR_1,-41.103287,146.86226,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,100,7.0
TAS007895_STR_1,-43.00661,147.139816,TAS,No,C (Medium),Tower Steel,23.0,Not Painted,76,6.0
TAS007898_STR_1,-40.116488,148.045335,TAS,No,E (Very High),Tower Steel,13.3,Protection,39,5.0
TAS007899_STR_1,-43.111570411,147.376242314,TAS,No,E (Very High),Mast Free Standing,21.0,Not Painted,50,5.0
TAS007900_STR_1,-41.26511,148.26797,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,55,8.0
TAS007901_STR_1,-39.593723,143.95033,TAS,No,E (Very High),Tower Steel,54.0,Aviation,50,5.0
TAS007903_STR_1,-43.034374,147.0287,TAS,No,B (Low),Tower Steel,20.0,Not Painted,97,8.0
TAS007904_STR_1,-41.428204,147.15552,TAS,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,88,8.0
TAS007905_STR_1,-39.88158,147.82394,TAS,No,E (Very High),Tower Steel,45.7,Protection,95,3.0
TAS007908_STR_1,-42.777836,147.18758,TAS,No,B (Low),Tower Steel,30.0,Not Painted,50,7.0
TAS007909_STR_1,-41.52077,146.09653,TAS,No,B (Low),Mast Free Standing,19.1,Not Painted,100,7.0
TAS007910_STR_1,-41.743896689,147.762598461,TAS,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,57,10.0
TAS007911_STR_1,-40.843,145.1298,TAS,No,E (Very High),Tower Steel,22.86,Not Painted,96.5,3.0
TAS007913_STR_1,-42.81508,147.34886,TAS,No,B (Low),Pole Concrete,15.0,Not Painted,45,9.0
TAS007914_STR_1,-41.070026,145.95161,TAS,No,E (Very High),Tower Steel,38.0,Not Painted,95,4.0
TAS007915_STR_1,-42.85562,147.41841,TAS,No,C (Medium),Pole Steel,14.6,Environment / Aesthetic,95,6.0
TAS007916_STR_1,-42.898622222,147.4179,TAS,No,E (Very High),Pole Steel,30.0,Environment / Aesthetic,100,4.0
TAS007919_STR_1,-43.165703,147.03049,TAS,No,C (Medium),Mast Free Standing,30.0,Not Painted,85,6.0
TAS007920_STR_1,-43.09238,147.03287,TAS,No,E (Very High),Pole Steel,15.0,Environment / Aesthetic,54,6.0
TAS007921_STR_1,-39.916004,143.85388,TAS,No,E (Very High),Mast Free Standing,28.0,Not Painted,60,5.0
TAS007922_STR_1,-42.88669,147.3272,TAS,No,E (Very High),Building External,51.3,Not Painted,25,3.0
TAS007924_STR_1,-43.313955,147.015563,TAS,No,E (Very High),Pole Timber,9.0,Not Painted,52,4.0
TAS007926_STR_1,-41.205833,146.32266,TAS,No,C (Medium),Tower Steel,50.5,Not Painted,88,5.0
TAS007927_STR_1,-42.889797,147.80579,TAS,No,E (Very High),Mast Free Standing,24.0,Not Painted,50,3.0
TAS007928_STR_1,-42.193485,146.09744,TAS,Yes,A (Very Low),Tower Steel,23.0,Not Painted,51,7.0
TAS007929_STR_1,-42.437588,146.94853,TAS,No,B (Low),Mast Free Standing,24.0,Not Painted,92,9.0
TAS007930_STR_1,-42.137052,146.571465,TAS,No,B (Low),Tower Steel,45.7,Not Painted,94,7.0
TAS007931_STR_2,-41.028095,148.24078,TAS,No,C (Medium),Tower Steel,55.0,Not Painted,42,6.0
TAS007932_STR_1,-42.614110993,147.221960338,TAS,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,95,9.0
TAS007934_STR_1,-42.660998932,146.737296939,TAS,No,B (Low),Tower Steel,40.0,Not Painted,50,7.0
TAS007935_STR_1,-42.861782,147.79286,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,100,9.0
TAS007936_STR_1,-41.88123,148.29602,TAS,No,E (Very High),Pole Steel,30.0,Environment / Aesthetic,100,5.0
TAS007937_STR_1,-42.859741369,147.292253353,TAS,No,B (Low),Pole Steel,20.0,Environment / Aesthetic,80,7.0
TAS007938_STR_1,-41.505743625,147.481906978,TAS,No,B (Low),Pole Steel,10.0,Not Painted,50,10.0
TAS007940_STR_1,-42.018913,146.7544,TAS,Yes,A (Very Low),Mast Free Standing,24.0,Not Painted,81,8.0
TAS007942_STR_1,-41.812925448,146.888613823,TAS,Yes,A (Very Low),Tower Steel,20.5,Environment / Aesthetic,64.3,8.0
TAS007944_STR_1,-42.32944,147.33905,TAS,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,91,10.0
TAS007945_STR_1,-41.419964,147.12297,TAS,No,B (Low),Pole Steel,30.0,Not Painted,84,8.0
TAS007946_STR_1,-41.45542,147.12725,TAS,No,B (Low),Tower Steel,45.72,Not Painted,69,6.0
TAS007949_STR_1,-41.303944291,146.775872003,TAS,No,C (Medium),Tower Steel,46.0,Not Painted,60,5.0
TAS007950_STR_1,-42.083866,145.60823,TAS,No,C (Medium),Tower Steel,14.0,Not Painted,60,5.0
TAS007951_STR_1,-41.451427,147.2146,TAS,No,B (Low),Pole Steel,30.0,Not Painted,98,9.0
TAS007953_STR_1,-41.249038889,146.46593,TAS,No,C (Medium),Pole Steel,30.0,Not Painted,88,9.0
TAS007954_STR_1,-41.84394746,145.54206618,TAS,No,C (Medium),Tower Steel,40.0,Not Painted,100,5.0
TAS007955_STR_1,-42.860687,147.45436,TAS,No,C (Medium),Tower Steel,30.0,Not Painted,50,4.0
TAS007957_STR_1,-41.98377,147.49602,TAS,No,B (Low),Pole Steel,30.0,Not Painted,95,5.0
TAS007959_STR_1,-42.843456,147.34895,TAS,No,E (Very High),Pole Steel,20.0,Environment / Aesthetic,100,5.0
TAS007961_STR_1,-42.87442,147.31801,TAS,No,C (Medium),Pole Steel,15.0,Not Painted,74,4.0
TAS007962_STR_1,-41.558544,147.14627,TAS,No,B (Low),Tower Steel,20.0,Not Painted,65,9.0
TAS007963_STR_1,-41.333183,148.28305,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,85,6.0
TAS007965_STR_1,-43.150486,147.8192,TAS,No,C (Medium),Tower Steel,40.0,Not Painted,90,5.0
TAS007966_STR_1,-41.334396,147.34822,TAS,No,B (Low),Pole Concrete,40.0,Not Painted,74,9.0
TAS007967_STR_1,-41.176723,146.52765,TAS,No,C (Medium),Pole Steel,30.0,Not Painted,89,9.0
TAS007969_STR_1,-42.073349,145.553263,TAS,No,C (Medium),Pole Steel,30.0,Not Painted,100,7.0
TAS007970_STR_1,-42.59636,147.85446,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,61,8.0
TAS007972_STR_1,-41.32378657,146.51424778,TAS,No,C (Medium),Pole Concrete,40.0,Not Painted,99,7.0
TAS007974_STR_1,-42.50847,147.91214,TAS,No,E (Very High),Tower Steel,24.5,Not Painted,27,3.0
TAS007976_STR_1,-41.392223,147.1658,TAS,No,B (Low),Tower Steel,20.0,Environment / Aesthetic,38,6.0
TAS007978_STR_1,-43.377696341,146.993976635,TAS,No,C (Medium),Mast Free Standing,30.0,Not Painted,86,5.0
TAS007979_STR_1,-42.24575213,147.4200999,TAS,No,B (Low),Tower Steel,20.0,Not Painted,87,9.0
TAS007980_STR_1,-43.317436,147.27625,TAS,No,E (Very High),Mast Free Standing,24.0,Not Painted,50,5.0
TAS007981_STR_1,-41.16161,147.51686,TAS,No,C (Medium),Tower Steel,22.7,Not Painted,47,4.0
TAS007985_STR_1,-41.444253639,145.522189164,TAS,No,B (Low),Tower Steel,25.7,Not Painted,75,6.0
TAS007988_STR_1,-40.768642,145.27734,TAS,No,E (Very High),Pole Steel,30.0,Environment / Aesthetic,91,6.0
TAS007989_STR_1,-40.86605,147.62956,TAS,No,C (Medium),Tower Steel,80.0,Protection,65,5.0
TAS007991_STR_1,-41.520454,146.8107,TAS,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,94,10.0
TAS007992_STR_1,-42.66134567,147.519937101,TAS,No,B (Low),Tower Steel,40.0,Not Painted,100,8.0
TAS007996_STR_1,-41.534306,148.17389,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,92,9.0
TAS007997_STR_1,-42.41496,147.26405,TAS,No,B (Low),Tower Steel,20.0,Not Painted,52,9.0
TAS007998_STR_1,-41.489337,147.10075,TAS,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,95,8.0
TAS008002_STR_1,-42.988674,147.314,TAS,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,50,6.0
TAS008013_STR_1,-41.182667,146.33098,TAS,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,90,6.0
TAS008031_STR_1,-41.068058,147.1763,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,63,9.0
TAS008032_STR_1,-42.14876172,145.33528196,TAS,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,78,7.0
TAS008034_STR_1,-41.800081,145.060624,TAS,No,C (Medium),Mast Free Standing,18.0,Not Painted,24,5.0
TAS008041_STR_1,-41.391843938,147.424673952,TAS,No,B (Low),Tower Steel,12.2,Not Painted,100,7.0
VIC000001_STR_1,-38.297405,147.03458,VIC,No,C (Medium),Pole Steel,35.0,Not Painted,50,8.0
VIC000005_STR_1,-37.893084,145.126111,VIC,No,B (Low),Pole Steel,20.0,Environment / Aesthetic,61,7.0
VIC000044_STR_1,-37.85757,145.02858,VIC,No,B (Low),Pole Steel,25.0,Not Painted,60,6.0
VIC000045_STR_1,-38.35481851,142.45324142,VIC,No,C (Medium),Pole Steel,35.0,Not Painted,68,8.0
VIC000047_STR_1,-36.123253,146.88689,VIC,No,B (Low),Pole Steel,30.0,Not Painted,53,7.0
VIC000053_STR_1,-37.944111,145.317375,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,96,8.0
VIC000887_STR_1,-37.90373,144.70183,VIC,No,B (Low),Pole Steel,30.0,Not Painted,65,8.0
VIC000910_STR_1,-38.153939526,144.564415445,VIC,No,E (Very High),Pole Concrete,25.0,Not Painted,74,5.0
VIC001657_STR_1,-37.77607,144.42435,VIC,No,B (Low),Pole Steel,35.0,Not Painted,83,10.0
VIC001698_STR_1,-37.926490003,145.148384001,VIC,No,B (Low),Pole Steel,20.0,Environment / Aesthetic,45,7.0
VIC001778_STR_1,-37.547174,143.896057,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,63,8.0
VIC001779_STR_1,-36.74117957,144.13122143,VIC,No,B (Low),Pole Steel,35.0,Not Painted,92,5.0
VIC001782_STR_1,-36.813905,144.427018,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,48,9.0
VIC001785_STR_1,-38.35045,144.25868,VIC,No,C (Medium),Pole Steel,30.0,Environment / Aesthetic,100,9.0
VIC001786_STR_1,-37.31623,144.13145,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,85,8.0
VIC001794_STR_1,-37.79906358,145.05207133,VIC,No,B (Low),Pole Steel,15.0,Environment / Aesthetic,40,7.0
VIC001795_STR_1,-37.653214,144.592559,VIC,No,B (Low),Pole Steel,25.0,Not Painted,84,9.0
VIC001796_STR_1,-38.20342587,146.16128566,VIC,No,B (Low),Pole Steel,30.0,Not Painted,75,7.0
VIC001799_STR_1,-38.08461188,145.24019668,VIC,No,B (Low),Pole Steel,30.0,Not Painted,67,7.0
VIC001815_STR_1,-37.883558865,144.633098377,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,8.0
VIC001816_STR_1,-37.823822,144.93272,VIC,No,B (Low),Pole Steel,23.5,Not Painted,49,7.0
VIC001817_STR_1,-37.79439,145.36102,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,41,8.0
VIC001818_STR_1,-37.963917,145.5381,VIC,No,B (Low),Pole Concrete,40.0,Not Painted,84,9.0
VIC001826_STR_1,-37.661495,144.37494,VIC,No,B (Low),Pole Concrete,30.0,Aviation,52,9.0
VIC001831_STR_1,-38.00317,145.10966,VIC,No,B (Low),Pole Steel,20.0,Not Painted,50,7.0
VIC001847_STR_1,-38.166958,144.70245,VIC,No,C (Medium),Pole Concrete,35.0,Not Painted,95,8.0
VIC001852_STR_1,-37.813013,145.343588,VIC,No,B (Low),Pole Steel,20.0,Environment / Aesthetic,89,8.0
VIC001870_STR_1,-36.126307915,143.917112841,VIC,No,B (Low),Pole Steel,34.5,Not Painted,50,9.0
VIC001871_STR_1,-36.996773,144.05002,VIC,No,B (Low),Tower Steel,15.24,Not Painted,50,7.0
VIC001895_STR_1,-38.17061,145.10693,VIC,No,B (Low),Pole Concrete,12.5,Not Painted,100,7.0
VIC001896_STR_1,-37.9877408,145.314680315,VIC,No,B (Low),Pole Steel,25.0,Environment / Aesthetic,86,7.0
VIC001905_STR_2,-37.63279,144.8062,VIC,No,B (Low),Pole Concrete,25.0,Not Painted,62,8.0
VIC001906_STR_1,-37.134999558,142.518813185,VIC,No,B (Low),Pole Steel,35.0,Environment / Aesthetic,100,8.0
VIC001923_STR_1,-37.598005,144.921926,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,40,8.0
VIC001927_STR_1,-37.78354,145.06151,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,99,8.0
VIC001941_STR_1,-35.880718,141.991318,VIC,No,B (Low),Mast Guyed,60.0,Not Painted,84,5.0
VIC001949_STR_1,-37.8214,144.79071,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,62,7.0
VIC001950_STR_1,-37.563056,143.808795,VIC,No,B (Low),Pole Concrete,35.0,Not Painted,41.66,8.0
VIC001951_STR_1,-38.038698381,144.41580222,VIC,No,B (Low),Pole Steel,30.0,Environment / Aesthetic,90,8.0
VIC001955_STR_1,-37.966197,145.048451,VIC,No,B (Low),Pole Steel,30.0,Not Painted,89,8.0
VIC001969_STR_1,-38.085423,145.18907,VIC,No,B (Low),Pole Steel,20.0,Environment / Aesthetic,70,8.0
VIC002001_STR_1,-38.62946,143.11139,VIC,No,C (Medium),Pole Concrete,30.0,Environment / Aesthetic,80,9.0
VIC002002_STR_1,-37.953972338,143.331896263,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,47,7.0
VIC002004_STR_1,-37.87749,145.06943,VIC,No,B (Low),Pole Steel,25.0,Not Painted,95,7.0
VIC002006_STR_1,-38.274887,144.62114,VIC,No,E (Very High),Pole Concrete,20.0,Not Painted,82,4.0
VIC002007_STR_1,-36.472095,145.34161,VIC,No,B (Low),Pole Steel,35.0,Not Painted,100,10.0
VIC002008_STR_1,-36.210942133,144.22899757,VIC,No,B (Low),Pole Steel,35.0,Not Painted,55,5.0
VIC002009_STR_1,-38.240727129,142.918870246,VIC,No,C (Medium),Pole Steel,20.0,Not Painted,52,6.0
VIC002010_STR_1,-35.187131652,143.376765031,VIC,No,B (Low),Pole Steel,35.0,Not Painted,30,9.0
VIC002020_STR_1,-35.134037,142.02446,VIC,No,B (Low),Tower Steel,50.0,Not Painted,67,9.0
VIC002021_STR_1,-36.14706,146.61433,VIC,No,B (Low),Pole Concrete,40.0,Not Painted,65,8.0
VIC002022_STR_1,-37.61791,144.92062,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,65,7.0
VIC002023_STR_1,-35.171053,141.820456,VIC,No,B (Low),Mast Guyed,60.0,Not Painted,100,5.0
VIC002024_STR_1,-37.295562653,146.139124933,VIC,No,B (Low),Tower Steel,35.0,Not Painted,59,9.0
VIC002032_STR_1,-37.96897,145.1981,VIC,No,B (Low),Pole Steel,17.0,Not Painted,53,7.0
VIC002046_STR_1,-36.620600005,142.477100004,VIC,No,B (Low),Pole Steel,36.0,Not Painted,91,7.0
VIC002047_STR_1,-36.05153351,144.11256119,VIC,No,B (Low),Pole Steel,30.0,Not Painted,70,7.0
VIC002048_STR_1,-36.253284,144.9473,VIC,No,B (Low),Pole Steel,30.0,Not Painted,100,7.0
VIC002066_STR_1,-37.837825,144.839605,VIC,No,B (Low),Pole Concrete,30.0,Not Painted,70,7.0
VIC002074_STR_1,-38.101227,145.1288,VIC,No,B (Low),Pole Concrete,25.0,Not Painted,40,8.0
VIC002103_STR_1,-37.72954,145.06862,VIC,No,B (Low),Pole Steel,20.0,Environment / Aesthetic,98,7.0
VIC002104_STR_1,-37.708524167,144.929983056,VIC,No,B (Low),Pole Steel,30.0,Not Painted,90,8.0
VIC002105_STR_1,-36.144052049,142.023255935,VIC,No,B (Low),Mast Guyed,70.0,Not Painted,98,5.0
VIC002108_STR_1,-37.423771203,149.19752324,VIC,No,C (Medium),Pole Steel,35.0,Not Painted,100,8.0
